step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/flat_orientation_l2,Episode_Reward/action_rate_l1,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/energy,Episode_Reward/dof_pos_limits,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_contact_number,Episode_Reward/feet_slide,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/terrain_levels,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/base_height,Episode_Termination/bad_orientation,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
50,0.007671,0.007253,0.008488,-0.019417,-0.018741,-0.017074,-0.002092,-0.012648,-0.003991,-0.010356,-0.000231,-0.000228,-0.006588,-0.007616,0.006433,-0.001314,0.023199,-0.029086,-0.000073,0.000000,0.100000,0.100000,0.107333,0.104734,0.000000,0.000000,1.000000,0.075989,-0.020833,17.133177,0.000878,1.013828,55255.000000,6.536907,0.579365,-1.967374,28.780001,-1.967374,28.780001
51,0.008266,0.007313,0.008503,-0.019486,-0.018519,-0.017195,-0.002178,-0.012891,-0.004019,-0.010720,-0.000234,-0.000225,-0.006497,-0.007620,0.006389,-0.001312,0.023223,-0.028074,-0.000065,0.000000,0.100000,0.100000,0.105753,0.104882,0.000000,0.000000,1.000000,0.076158,-0.023653,17.133699,0.000878,1.014050,37489.000000,9.250925,1.237775,-1.508650,27.940001,-1.508650,27.940001
52,0.007912,0.007200,0.008404,-0.019125,-0.018305,-0.017064,-0.002116,-0.012808,-0.004001,-0.010226,-0.000232,-0.000220,-0.006395,-0.007633,0.006378,-0.001288,0.023028,-0.028082,-0.000052,0.000000,0.100000,0.100000,0.104607,0.103585,0.000000,0.000000,1.000000,0.074056,-0.021324,17.129898,0.000878,1.013682,40178.000000,7.931438,1.855317,-1.618396,27.610001,-1.618396,27.610001
53,0.007829,0.007172,0.008280,-0.019051,-0.018148,-0.016852,-0.002061,-0.012842,-0.003944,-0.010099,-0.000230,-0.000218,-0.006255,-0.007517,0.006302,-0.001284,0.022623,-0.028623,-0.000045,0.000000,0.100000,0.100000,0.103504,0.101255,0.000000,0.000000,1.000000,0.075709,-0.024766,17.119638,0.001975,1.013703,48483.000000,7.545131,0.565176,-1.619500,27.920000,-1.619500,27.920000
54,0.007649,0.007151,0.008284,-0.019124,-0.018173,-0.016830,-0.003030,-0.013082,-0.003938,-0.010248,-0.000229,-0.000216,-0.006254,-0.007517,0.006273,-0.001273,0.022615,-0.028654,-0.000050,0.000000,0.100000,0.100000,0.104368,0.101331,0.000000,0.000000,1.000000,0.124036,-0.012346,17.132008,0.001317,1.014170,63444.000000,5.591274,0.606566,-1.879420,29.620001,-1.879420,29.620001
55,0.007403,0.007047,0.008192,-0.018498,-0.018067,-0.016664,-0.002011,-0.012908,-0.003887,-0.010210,-0.000227,-0.000204,-0.006183,-0.007526,0.006196,-0.001262,0.022509,-0.027720,-0.000055,0.000000,0.100000,0.100000,0.102903,0.100647,0.000000,0.000000,1.000000,0.074059,-0.024092,17.126698,0.000878,1.013655,55640.000000,6.441936,0.625170,-1.705071,27.410000,-1.705071,27.410000
56,0.007179,0.007109,0.008152,-0.018612,-0.017989,-0.016587,-0.002249,-0.013059,-0.003871,-0.010045,-0.000226,-0.000214,-0.006187,-0.007481,0.006221,-0.001261,0.022357,-0.027006,-0.000040,0.000000,0.100000,0.100000,0.103025,0.099366,0.000000,0.000000,1.000000,0.076294,-0.025163,17.117062,0.001975,1.013513,37857.000000,9.242169,1.144708,-1.693140,28.580000,-1.693140,28.580000
57,0.007426,0.007166,0.008201,-0.018877,-0.018027,-0.016725,-0.002094,-0.012919,-0.003899,-0.010079,-0.000227,-0.000207,-0.006198,-0.007466,0.006326,-0.001264,0.022422,-0.027614,-0.000040,0.000000,0.100000,0.100000,0.103136,0.099555,0.000000,0.000000,1.000000,0.073209,-0.021809,17.117828,0.001975,1.013601,36665.000000,9.535076,1.189328,-1.618577,28.950001,-1.618577,28.950001
58,0.007634,0.007124,0.008169,-0.018401,-0.017769,-0.016679,-0.001988,-0.013085,-0.003887,-0.010172,-0.000227,-0.000193,-0.006133,-0.007469,0.006298,-0.001265,0.022456,-0.027517,-0.000043,0.000000,0.100000,0.100000,0.101447,0.099639,0.000000,0.000000,1.000000,0.075009,-0.021436,17.113884,0.001975,1.013790,52866.000000,6.850760,0.587197,-1.593608,28.030001,-1.593608,28.030001
59,0.007346,0.007021,0.008096,-0.018484,-0.017837,-0.016593,-0.001978,-0.012955,-0.003880,-0.009874,-0.000226,-0.000193,-0.006125,-0.007391,0.006242,-0.001249,0.022191,-0.027915,-0.000043,0.000000,0.100000,0.100000,0.101838,0.098631,0.000000,0.000000,1.000000,0.074486,-0.021976,17.118660,0.001317,1.013388,60718.000000,5.845331,0.630719,-1.734367,27.910000,-1.734367,27.910000
60,0.007338,0.007125,0.008109,-0.018736,-0.017778,-0.016592,-0.001936,-0.013030,-0.003882,-0.010333,-0.000226,-0.000200,-0.006132,-0.007389,0.006230,-0.001256,0.022157,-0.027512,-0.000043,0.000000,0.100000,0.100000,0.101953,0.097916,0.000000,0.000000,1.000000,0.072139,-0.023952,17.118870,0.001317,1.013458,48451.000000,6.985081,1.130627,-1.501218,27.580000,-1.501218,27.580000
61,0.007421,0.007013,0.008112,-0.018280,-0.017709,-0.016642,-0.002108,-0.013205,-0.003893,-0.009905,-0.000227,-0.000188,-0.006138,-0.007376,0.006212,-0.001259,0.022309,-0.027060,-0.000050,0.000000,0.100000,0.100000,0.101516,0.098478,0.000000,0.000000,1.000000,0.074788,-0.023089,17.118774,0.001317,1.013839,40016.000000,8.629402,1.196976,-1.743208,29.850000,-1.743208,29.850000
62,0.007736,0.007073,0.008101,-0.018460,-0.017560,-0.016658,-0.002142,-0.013291,-0.003882,-0.009881,-0.000228,-0.000185,-0.006110,-0.007362,0.006283,-0.001241,0.022226,-0.027799,-0.000043,0.000000,0.100000,0.100000,0.100161,0.098495,0.000000,0.000000,1.000000,0.074844,-0.023957,17.125578,0.000878,1.014164,33766.000000,10.339595,1.305443,-1.510028,29.260000,-1.510028,29.260000
63,0.007291,0.006969,0.008022,-0.018076,-0.017429,-0.016568,-0.001988,-0.013227,-0.003886,-0.010232,-0.000227,-0.000177,-0.006079,-0.007290,0.006213,-0.001255,0.022072,-0.026821,-0.000057,0.000000,0.100000,0.100000,0.100292,0.097043,0.000000,0.000000,1.000000,0.073769,-0.026180,17.105877,0.001975,1.013661,53177.000000,6.795549,0.598827,-1.543903,27.290001,-1.543903,27.290001
64,0.007412,0.007028,0.008051,-0.018454,-0.017512,-0.016620,-0.002005,-0.013149,-0.003902,-0.010068,-0.000227,-0.000182,-0.006070,-0.007340,0.006230,-0.001245,0.022057,-0.026785,-0.000049,0.000000,0.100000,0.100000,0.099991,0.097641,0.000000,0.000000,1.000000,0.075447,-0.021287,17.108765,0.001317,1.013492,60321.000000,5.953097,0.565594,-1.938910,27.000000,-1.938910,27.000000
65,0.007541,0.006967,0.007970,-0.018380,-0.017315,-0.016496,-0.002353,-0.013355,-0.003850,-0.009890,-0.000226,-0.000170,-0.005974,-0.007303,0.006150,-0.001239,0.021830,-0.026033,-0.000051,0.000000,0.100000,0.100000,0.098673,0.095962,0.000000,0.000000,1.000000,0.078289,-0.022890,17.103495,0.000878,1.013241,51864.000000,6.789434,0.792096,-1.586786,25.719999,-1.586786,25.719999
66,0.007648,0.007058,0.008040,-0.018592,-0.017381,-0.016665,-0.002020,-0.013287,-0.003912,-0.010050,-0.000228,-0.000175,-0.006031,-0.007329,0.006162,-0.001242,0.022002,-0.026584,-0.000044,0.000000,0.100000,0.100000,0.099418,0.096978,0.000000,0.000000,1.000000,0.074949,-0.025839,17.100933,0.001975,1.013772,37964.000000,9.151277,1.206252,-1.542661,29.030001,-1.542661,29.030001
67,0.007490,0.007010,0.007967,-0.017888,-0.017419,-0.016520,-0.002392,-0.013240,-0.003858,-0.010005,-0.000226,-0.000169,-0.005934,-0.007281,0.006183,-0.001242,0.021933,-0.026719,-0.000045,0.000000,0.100000,0.100000,0.098821,0.095604,0.000000,0.000000,1.000000,0.081897,-0.020343,17.109201,0.001975,1.014137,35322.000000,9.814633,1.317640,-1.408370,27.309999,-1.408370,27.309999
68,0.007645,0.007116,0.008052,-0.019102,-0.017401,-0.016680,-0.001987,-0.013233,-0.003910,-0.009877,-0.000228,-0.000176,-0.006022,-0.007337,0.006222,-0.001241,0.021903,-0.026895,-0.000043,0.000000,0.100000,0.100000,0.099236,0.096643,0.000000,0.000000,1.000000,0.076650,-0.019959,17.111668,0.001975,1.014907,49824.000000,7.335923,0.556044,-1.814434,27.370001,-1.814434,27.370001
69,0.007310,0.006911,0.007908,-0.017481,-0.017244,-0.016414,-0.002002,-0.013356,-0.003867,-0.009680,-0.000225,-0.000182,-0.005908,-0.007227,0.006120,-0.001220,0.021899,-0.026419,-0.000050,0.000000,0.100000,0.100000,0.098837,0.095060,0.000000,0.000000,1.000000,0.074705,-0.022619,17.115675,0.000878,1.014559,62781.000000,5.675070,0.588208,-1.616870,26.879999,-1.616870,26.879999
70,0.007234,0.007045,0.007915,-0.018185,-0.017166,-0.016448,-0.001931,-0.013369,-0.003853,-0.009858,-0.000225,-0.000180,-0.005932,-0.007258,0.006163,-0.001225,0.021722,-0.026717,-0.000039,0.000000,0.100000,0.100000,0.098399,0.094501,0.000000,0.000000,1.000000,0.076733,-0.026528,17.108976,0.001975,1.014673,55562.000000,6.565989,0.511058,-1.612707,27.590000,-1.612707,27.590000
71,0.007589,0.007035,0.007957,-0.018595,-0.017269,-0.016558,-0.002349,-0.013402,-0.003896,-0.009898,-0.000227,-0.000185,-0.005956,-0.007270,0.006147,-0.001227,0.021746,-0.026978,-0.000043,0.000000,0.100000,0.100000,0.098528,0.095573,0.000000,0.000000,1.000000,0.079125,-0.022067,17.111568,0.001975,1.014646,38110.000000,9.043215,1.274585,-1.568086,28.270000,-1.568086,28.270000
72,0.007707,0.007029,0.007959,-0.017626,-0.017194,-0.016561,-0.001966,-0.013393,-0.003900,-0.009824,-0.000227,-0.000175,-0.005946,-0.007304,0.006154,-0.001242,0.022019,-0.026028,-0.000048,0.000000,0.100000,0.100000,0.098174,0.095464,0.000000,0.000000,1.000000,0.074869,-0.021899,17.101358,0.000585,1.014621,39384.000000,8.786078,1.198056,-1.410479,27.379999,-1.410479,27.379999
73,0.007522,0.006981,0.007906,-0.018482,-0.017074,-0.016446,-0.001991,-0.013486,-0.003854,-0.009593,-0.000225,-0.000172,-0.005884,-0.007286,0.006108,-0.001222,0.021631,-0.026018,-0.000052,0.000000,0.100000,0.100000,0.097487,0.094752,0.000000,0.000000,1.000000,0.073270,-0.027625,17.104704,0.001317,1.014235,37448.000000,9.750249,0.749985,-1.410191,26.860001,-1.410191,26.860001
74,0.007603,0.007001,0.007885,-0.018692,-0.016992,-0.016432,-0.001999,-0.013481,-0.003837,-0.009793,-0.000224,-0.000168,-0.005837,-0.007256,0.006168,-0.001226,0.021470,-0.026919,-0.000046,0.000000,0.100000,0.100000,0.097018,0.093764,0.000000,0.000000,1.000000,0.074849,-0.024359,17.106009,0.001317,1.014471,57321.000000,6.254407,0.605483,-1.894445,27.250000,-1.894445,27.250000
75,0.007434,0.007008,0.007860,-0.017913,-0.017021,-0.016436,-0.002037,-0.013384,-0.003847,-0.009838,-0.000225,-0.000164,-0.005838,-0.007241,0.006204,-0.001230,0.021603,-0.026870,-0.000051,0.000000,0.100000,0.100000,0.096679,0.093193,0.000000,0.000000,1.000000,0.074892,-0.023147,17.099379,0.000878,1.014004,57723.000000,6.322098,0.489959,-1.550105,26.170000,-1.550105,26.170000
76,0.007143,0.007011,0.007833,-0.017741,-0.017063,-0.016347,-0.001935,-0.013353,-0.003825,-0.009743,-0.000224,-0.000173,-0.005825,-0.007212,0.006091,-0.001213,0.021561,-0.025165,-0.000061,0.000000,0.100000,0.100000,0.097291,0.092630,0.000000,0.000000,1.000000,0.075141,-0.026413,17.092005,0.001975,1.014047,39611.000000,8.701939,1.224981,-1.763969,26.590000,-1.763969,26.590000
77,0.007519,0.006983,0.007841,-0.018257,-0.016912,-0.016402,-0.001972,-0.013503,-0.003855,-0.009703,-0.000225,-0.000166,-0.005792,-0.007255,0.006135,-0.001225,0.021475,-0.026020,-0.000034,0.000000,0.100000,0.100000,0.095987,0.093037,0.000000,0.000000,1.000000,0.077302,-0.020313,17.098927,0.001317,1.014133,38200.000000,9.067937,1.225542,-1.778512,26.820000,-1.778512,26.820000
78,0.007802,0.006961,0.007865,-0.017928,-0.016904,-0.016451,-0.002063,-0.013538,-0.003879,-0.009583,-0.000226,-0.000166,-0.005805,-0.007285,0.006197,-0.001220,0.021657,-0.026060,-0.000041,0.000000,0.100000,0.100000,0.095725,0.094141,0.000000,0.000000,1.000000,0.074280,-0.025528,17.101961,0.001317,1.014217,37660.000000,9.298704,1.142424,-1.879487,26.450001,-1.879487,26.450001
79,0.006835,0.006919,0.007668,-0.017819,-0.016757,-0.016051,-0.002001,-0.013573,-0.003787,-0.009401,-0.000221,-0.000167,-0.005715,-0.007125,0.006039,-0.001190,0.021024,-0.024973,-0.000049,0.000000,0.100000,0.100000,0.096214,0.090527,0.000000,0.000000,1.000000,0.074617,-0.024810,17.101818,0.000878,1.014662,56298.000000,6.395117,0.589377,-1.870779,26.080000,-1.870779,26.080000
80,0.007663,0.006985,0.007778,-0.018399,-0.016710,-0.016326,-0.001983,-0.013699,-0.003852,-0.009462,-0.000225,-0.000163,-0.005755,-0.007267,0.006077,-0.001209,0.021254,-0.025829,-0.000048,0.000000,0.100000,0.100000,0.094687,0.092118,0.000000,0.000000,1.000000,0.075298,-0.026168,17.102268,0.001317,1.014897,58808.000000,6.101958,0.584438,-1.840366,25.700001,-1.840366,25.700001
81,0.007411,0.006918,0.007685,-0.017456,-0.016580,-0.016141,-0.001878,-0.013646,-0.003826,-0.009685,-0.000223,-0.000161,-0.005694,-0.007218,0.005975,-0.001193,0.021176,-0.024849,-0.000049,0.000000,0.100000,0.100000,0.094845,0.090389,0.000000,0.000000,1.000000,0.072712,-0.024902,17.104162,0.001317,1.014590,50731.000000,6.707489,1.043415,-1.552122,27.889999,-1.552122,27.889999
82,0.007342,0.006827,0.007585,-0.017340,-0.016479,-0.015959,-0.001982,-0.013672,-0.003772,-0.009265,-0.000220,-0.000164,-0.005579,-0.007185,0.005948,-0.001185,0.020907,-0.025300,-0.000041,0.000000,0.100000,0.100000,0.092767,0.089423,0.000000,0.000000,1.000000,0.075833,-0.024846,17.100721,0.001317,1.014267,36922.000000,9.472772,1.177088,-1.538498,27.180000,-1.538498,27.180000
83,0.007430,0.006870,0.007704,-0.017882,-0.016567,-0.016249,-0.001958,-0.013727,-0.003851,-0.009886,-0.000225,-0.000176,-0.005707,-0.007280,0.006001,-0.001194,0.021131,-0.025380,-0.000039,0.000000,0.100000,0.100000,0.094236,0.091609,0.000000,0.000000,1.000000,0.074652,-0.024304,17.094769,0.001317,1.014372,37350.000000,9.282296,1.245483,-1.390303,26.040001,-1.390303,26.040001
84,0.007657,0.006932,0.007704,-0.017668,-0.016532,-0.016212,-0.003456,-0.013900,-0.003835,-0.009464,-0.000224,-0.000156,-0.005675,-0.007302,0.005982,-0.001193,0.021227,-0.023978,-0.000036,0.000000,0.100000,0.100000,0.094052,0.090687,0.000000,0.000000,1.000000,0.134900,-0.013188,17.087372,0.000585,1.014672,50789.000000,7.167376,0.574686,-1.691409,27.070000,-1.691409,27.070000
85,0.007490,0.006863,0.007644,-0.017870,-0.016437,-0.016132,-0.001969,-0.013781,-0.003816,-0.009628,-0.000224,-0.000162,-0.005652,-0.007292,0.006019,-0.001195,0.020937,-0.025470,-0.000036,0.000000,0.100000,0.100000,0.093455,0.090494,0.000000,0.000000,1.000000,0.072846,-0.026477,17.091909,0.001975,1.014971,61132.000000,5.887653,0.544558,-1.544273,28.260000,-1.544273,28.260000
86,0.007256,0.006856,0.007550,-0.017482,-0.016343,-0.015972,-0.001951,-0.013787,-0.003776,-0.009383,-0.000222,-0.000160,-0.005552,-0.007232,0.005987,-0.001175,0.020765,-0.025704,-0.000037,0.000000,0.100000,0.100000,0.092593,0.088466,0.000000,0.000000,1.000000,0.075660,-0.023687,17.092451,0.001317,1.014001,38454.000000,8.971783,1.253650,-1.882543,25.830000,-1.882543,25.830000
87,0.007640,0.006926,0.007684,-0.017393,-0.016615,-0.016272,-0.002079,-0.013639,-0.003850,-0.009599,-0.000226,-0.000161,-0.005639,-0.007359,0.006004,-0.001200,0.021205,-0.025175,-0.000031,0.000000,0.100000,0.100000,0.093132,0.090470,0.000000,0.000000,1.000000,0.076549,-0.023805,17.080082,0.001317,1.013249,36744.000000,9.458057,1.243172,-1.924913,28.010000,-1.924913,28.010000
88,0.007315,0.006921,0.007613,-0.017339,-0.016486,-0.016142,-0.001895,-0.013618,-0.003788,-0.009345,-0.000224,-0.000161,-0.005580,-0.007232,0.006046,-0.001192,0.020988,-0.025516,-0.000036,0.000000,0.100000,0.100000,0.092834,0.088940,0.000000,0.000000,1.000000,0.074267,-0.024350,17.075836,0.001317,1.013186,42626.000000,6.984398,2.240342,-1.400514,25.959999,-1.400514,25.959999
89,0.007535,0.006894,0.007612,-0.018073,-0.016440,-0.016180,-0.001899,-0.013649,-0.003805,-0.009374,-0.000225,-0.000155,-0.005532,-0.007281,0.006033,-0.001186,0.020810,-0.024376,-0.000034,0.000000,0.100000,0.100000,0.092121,0.089012,0.000000,0.000000,1.000000,0.074544,-0.022668,17.067755,0.000878,1.012552,43370.000000,8.478819,0.587572,-1.685870,26.059999,-1.685870,26.059999
90,0.007409,0.006824,0.007585,-0.017954,-0.016437,-0.016145,-0.001895,-0.013653,-0.003807,-0.009317,-0.000224,-0.000151,-0.005549,-0.007240,0.006041,-0.001190,0.020721,-0.025328,-0.000032,0.000000,0.100000,0.100000,0.091907,0.089420,0.000000,0.000000,1.000000,0.071414,-0.028458,17.064171,0.001317,1.012538,64576.000000,5.497591,0.591599,-1.612099,26.370001,-1.612099,26.370001
91,0.006918,0.006808,0.007530,-0.017114,-0.016447,-0.016011,-0.002116,-0.013686,-0.003760,-0.009183,-0.000223,-0.000156,-0.005503,-0.007219,0.006016,-0.001177,0.020782,-0.025101,-0.000032,0.000000,0.100000,0.100000,0.092425,0.088255,0.000000,0.000000,1.000000,0.073142,-0.023386,17.070814,0.001317,1.012492,56056.000000,6.448046,0.566612,-1.510183,25.469999,-1.510183,25.469999
92,0.007234,0.006890,0.007526,-0.017466,-0.016402,-0.016015,-0.001969,-0.013669,-0.003755,-0.008970,-0.000223,-0.000147,-0.005476,-0.007180,0.006011,-0.001185,0.020659,-0.025260,-0.000024,0.000000,0.100000,0.100000,0.091657,0.087249,0.000000,0.000000,1.000000,0.074498,-0.024269,17.063391,0.000878,1.012249,36192.000000,9.651615,1.213022,-1.648050,26.780001,-1.648050,26.780001
93,0.007758,0.006913,0.007612,-0.017739,-0.016456,-0.016243,-0.002067,-0.013643,-0.003784,-0.009398,-0.000225,-0.000154,-0.005486,-0.007253,0.006077,-0.001184,0.020890,-0.024824,-0.000023,0.000000,0.100000,0.100000,0.091335,0.088751,0.000000,0.000000,1.000000,0.075279,-0.026473,17.065645,0.000878,1.012671,40993.000000,8.314777,1.277462,-1.622660,26.660000,-1.622660,26.660000
94,0.007544,0.006906,0.007577,-0.017823,-0.016442,-0.016220,-0.002127,-0.013643,-0.003796,-0.009495,-0.000225,-0.000156,-0.005463,-0.007214,0.006024,-0.001183,0.020730,-0.025415,-0.000023,0.000000,0.100000,0.100000,0.091878,0.088535,0.000000,0.000000,1.000000,0.074207,-0.024032,17.069870,0.000585,1.013355,37528.000000,9.758312,0.719424,-1.559988,26.340000,-1.559988,26.340000
95,0.007234,0.006835,0.007497,-0.017300,-0.016316,-0.016035,-0.002024,-0.013694,-0.003743,-0.009192,-0.000222,-0.000144,-0.005392,-0.007191,0.005999,-0.001161,0.020633,-0.024502,-0.000016,0.000000,0.100000,0.100000,0.091178,0.086945,0.000000,0.000000,1.000000,0.075309,-0.025862,17.066639,0.000878,1.012811,59992.000000,5.978121,0.576302,-1.616081,26.910000,-1.616081,26.910000
96,0.007768,0.006899,0.007604,-0.018079,-0.016348,-0.016255,-0.001908,-0.013659,-0.003798,-0.009510,-0.000226,-0.000146,-0.005449,-0.007287,0.006090,-0.001177,0.020744,-0.025167,-0.000023,0.000000,0.100000,0.100000,0.091342,0.088840,0.000000,0.000000,1.000000,0.074901,-0.025174,17.052032,0.000878,1.011721,59327.000000,6.010698,0.617232,-1.659653,27.270000,-1.659653,27.270000
97,0.008028,0.006919,0.007625,-0.017095,-0.016401,-0.016295,-0.001972,-0.013662,-0.003808,-0.009451,-0.000226,-0.000148,-0.005491,-0.007385,0.006116,-0.001181,0.021095,-0.025271,-0.000028,0.000000,0.100000,0.100000,0.090430,0.088990,0.000000,0.000000,1.000000,0.071934,-0.024240,17.049271,0.000585,1.011929,47845.000000,7.080813,1.137678,-1.607066,24.870001,-1.607066,24.870001
98,0.007112,0.006833,0.007435,-0.017239,-0.016258,-0.015922,-0.002014,-0.013633,-0.003711,-0.008970,-0.000221,-0.000141,-0.005288,-0.007159,0.006005,-0.001160,0.020440,-0.023462,-0.000022,0.000000,0.100000,0.100000,0.090161,0.086057,0.000000,0.000000,1.000000,0.076880,-0.025417,17.050856,0.000878,1.011900,39890.000000,8.684748,1.172718,-1.633191,25.870001,-1.633191,25.870001
99,0.007672,0.006824,0.007520,-0.017891,-0.016243,-0.016174,-0.002350,-0.013863,-0.003765,-0.009178,-0.000226,-0.000148,-0.005343,-0.007231,0.006100,-0.001181,0.020553,-0.025209,-0.000025,0.000000,0.100000,0.100000,0.090478,0.087554,0.000000,0.000000,1.000000,0.078020,-0.023163,17.050217,0.000878,1.011894,36676.000000,9.512321,1.208837,-1.390204,27.500000,-1.390204,27.500000
100,0.007294,0.006790,0.007385,-0.017341,-0.016015,-0.015940,-0.001840,-0.013827,-0.003738,-0.008962,-0.000223,-0.000140,-0.005224,-0.007145,0.005985,-0.001159,0.020229,-0.024660,-0.000014,0.000000,0.100000,0.100000,0.089391,0.085030,0.000000,0.000000,1.000000,0.072401,-0.024598,17.044823,0.000878,1.011394,51497.000000,7.018506,0.617165,-1.484347,25.870001,-1.484347,25.870001
101,0.007444,0.006812,0.007395,-0.016961,-0.016002,-0.015982,-0.002033,-0.013976,-0.003745,-0.008995,-0.000224,-0.000144,-0.005212,-0.007131,0.005994,-0.001164,0.020378,-0.023691,-0.000024,0.000000,0.100000,0.100000,0.088888,0.085018,0.000000,0.000000,1.000000,0.075048,-0.023474,17.038010,0.000878,1.011114,59511.000000,6.000372,0.607026,-1.850346,26.430000,-1.850346,26.430000
102,0.007529,0.006767,0.007396,-0.016869,-0.015923,-0.016004,-0.001930,-0.013988,-0.003750,-0.008804,-0.000225,-0.000140,-0.005179,-0.007157,0.005964,-0.001158,0.020426,-0.023992,-0.000019,0.000000,0.100000,0.100000,0.088437,0.085435,0.000000,0.000000,1.000000,0.074484,-0.023749,17.029924,0.000585,1.010676,49774.000000,6.846966,1.052932,-1.557202,24.760000,-1.557202,24.760000
103,0.007626,0.006757,0.007315,-0.017251,-0.015769,-0.015817,-0.001915,-0.014043,-0.003696,-0.008904,-0.000222,-0.000136,-0.005114,-0.007130,0.005951,-0.001152,0.020058,-0.023793,-0.000019,0.000000,0.100000,0.100000,0.087224,0.084095,0.000000,0.000000,1.000000,0.072750,-0.027683,17.022276,0.000878,1.010485,37290.000000,9.297631,1.246979,-1.783488,24.719999,-1.783488,24.719999
104,0.007697,0.006804,0.007367,-0.017513,-0.015835,-0.015919,-0.001881,-0.013941,-0.003708,-0.008832,-0.000223,-0.000133,-0.005174,-0.007201,0.005994,-0.001163,0.020164,-0.023627,-0.000024,0.000000,0.100000,0.100000,0.087270,0.084668,0.000000,0.000000,1.000000,0.071851,-0.025453,17.022190,0.001317,1.009886,40773.000000,8.402199,1.241771,-1.585933,25.760000,-1.585933,25.760000
105,0.007450,0.006718,0.007289,-0.016801,-0.015793,-0.015762,-0.001899,-0.013990,-0.003676,-0.008511,-0.000221,-0.000132,-0.005120,-0.007125,0.005910,-0.001147,0.020100,-0.023721,-0.000017,0.000000,0.100000,0.100000,0.087256,0.083911,0.000000,0.000000,1.000000,0.073342,-0.021637,17.015093,0.001317,1.009459,41237.000000,8.855873,0.679473,-1.746792,26.709999,-1.746792,26.709999
106,0.007431,0.006798,0.007295,-0.016885,-0.015830,-0.015756,-0.002162,-0.014007,-0.003675,-0.008965,-0.000221,-0.000128,-0.005090,-0.007161,0.005927,-0.001153,0.020112,-0.023663,-0.000023,0.000000,0.100000,0.100000,0.087186,0.083526,0.000000,0.000000,1.000000,0.077269,-0.018664,17.000105,0.000390,1.009724,55101.000000,6.553039,0.583147,-1.373548,25.459999,-1.373548,25.459999
107,0.006920,0.006673,0.007209,-0.016785,-0.015655,-0.015607,-0.001990,-0.014042,-0.003629,-0.008595,-0.000220,-0.000126,-0.004996,-0.006999,0.005824,-0.001138,0.019835,-0.022454,-0.000018,0.000000,0.100000,0.100000,0.087416,0.082513,0.000000,0.000000,1.000000,0.072585,-0.025279,17.009609,0.001317,1.009246,55177.000000,6.523744,0.602645,-1.522650,25.059999,-1.522650,25.059999
108,0.007447,0.006761,0.007230,-0.017224,-0.015688,-0.015662,-0.002780,-0.014117,-0.003629,-0.008653,-0.000219,-0.000128,-0.004980,-0.007088,0.005853,-0.001138,0.019808,-0.023385,-0.000021,0.000000,0.100000,0.100000,0.086328,0.082208,0.000000,0.000000,1.000000,0.105084,-0.014789,17.014008,0.000878,1.010154,36966.000000,9.385461,1.251669,-1.677086,23.639999,-1.677086,23.639999
109,0.006922,0.006656,0.007160,-0.016286,-0.015648,-0.015496,-0.002589,-0.014070,-0.003597,-0.008349,-0.000217,-0.000128,-0.004974,-0.007072,0.005759,-0.001129,0.019814,-0.023116,-0.000018,0.000000,0.100000,0.100000,0.086289,0.081794,0.000000,0.000000,1.000000,0.120161,-0.016302,17.024210,0.000878,1.010789,35074.000000,9.967474,1.243393,-2.405674,25.940001,-2.405674,25.940001
110,0.007601,0.006630,0.007187,-0.017131,-0.015560,-0.015602,-0.001768,-0.014071,-0.003631,-0.008514,-0.000219,-0.000129,-0.004949,-0.007115,0.005818,-0.001124,0.019711,-0.023392,-0.000017,0.000000,0.100000,0.100000,0.084690,0.082423,0.000000,0.000000,1.000000,0.072208,-0.028271,17.014540,0.000878,1.009979,36470.000000,10.049860,0.731902,-1.660692,26.290001,-1.660692,26.290001
111,0.007297,0.006649,0.007123,-0.016805,-0.015561,-0.015491,-0.001896,-0.014105,-0.003600,-0.008709,-0.000218,-0.000134,-0.004887,-0.007139,0.005743,-0.001117,0.019579,-0.023150,-0.000020,0.000000,0.100000,0.100000,0.084920,0.081261,0.000000,0.000000,1.000000,0.073125,-0.025971,17.010235,0.000878,1.009367,61962.000000,5.661239,0.684812,-1.947254,24.549999,-1.947254,24.549999
