step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
1925,0.000000,0.000000,0.479631,-0.008333,-0.004626,-0.002014,-0.086176,-0.000638,-0.002833,-0.022920,0.000000,0.008328,-0.010232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.724659,1.251975,0.945770,0.054230,0.000147,-0.002252,11.608376,0.000171,0.647598,198382.000000,1.793422,0.188686,7.010832,961.140015,7.010832,961.140015
1926,0.000000,0.000000,0.493201,-0.002778,-0.004384,-0.001983,-0.088462,-0.000437,-0.002886,-0.023260,0.000000,0.012706,-0.010657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.764296,1.263274,0.946136,0.053864,0.000832,-0.002095,11.574443,0.000034,0.645993,200172.000000,1.780924,0.183462,7.272974,980.440002,7.272974,980.440002
1927,0.000000,0.000000,0.486437,-0.005556,-0.004561,-0.001935,-0.087059,-0.000473,-0.002830,-0.022762,0.000000,0.015493,-0.010435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.750867,1.257066,0.946198,0.053802,0.000169,-0.001106,11.560235,0.000010,0.645552,206565.000000,1.745906,0.157687,7.199350,970.690002,7.199350,970.690002
1928,0.000000,0.000000,0.500007,0.000000,-0.004368,-0.001912,-0.089082,-0.000339,-0.002854,-0.023213,0.000000,0.012419,-0.010208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.735467,1.278086,0.946452,0.053548,0.000251,-0.000864,11.547873,0.000114,0.644306,203846.000000,1.733080,0.195900,7.213777,970.690002,7.213777,970.690002
1929,0.000000,0.000000,0.483322,-0.006944,-0.004899,-0.001895,-0.086625,-0.000603,-0.002828,-0.023013,0.000000,0.015442,-0.010692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.725456,1.248314,0.946737,0.053263,0.000182,-0.001444,11.515289,0.000010,0.643046,202362.000000,1.748512,0.194615,7.110129,961.219971,7.110129,961.219971
1930,0.000000,0.000000,0.500007,0.000000,-0.004512,-0.001964,-0.088788,-0.000386,-0.002851,-0.023364,0.000000,0.005120,-0.010502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.779618,1.283775,0.946696,0.053304,0.000034,-0.003105,11.491041,0.000034,0.641093,207363.000000,1.710503,0.185763,7.323274,980.739990,7.323274,980.739990
1931,0.000000,0.000000,0.440131,-0.025000,-0.005934,-0.002153,-0.078748,-0.000908,-0.002650,-0.022497,0.000000,0.004800,-0.011163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.689159,1.145481,0.946574,0.053426,0.000169,-0.001475,11.414136,0.000577,0.635030,208087.000000,1.697609,0.192054,7.194186,971.169983,7.194186,971.169983
1932,0.000000,0.000000,0.500007,0.000000,-0.004129,-0.001929,-0.088767,-0.000265,-0.002862,-0.023234,0.000000,0.007582,-0.010405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.773249,1.270513,0.946594,0.053406,0.000202,-0.000871,11.336900,0.000010,0.633921,204680.000000,1.735219,0.185901,7.180671,971.169983,7.180671,971.169983
1933,0.000000,0.000000,0.460006,-0.016667,-0.005430,-0.002546,-0.081720,-0.001135,-0.002674,-0.021926,0.000000,0.008405,-0.009355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.761028,1.194512,0.946777,0.053223,0.000064,-0.001779,11.287014,0.000577,0.626828,208877.000000,1.694227,0.188289,7.086211,961.580017,7.086211,961.580017
1934,0.000000,0.000000,0.480111,-0.008333,-0.005953,-0.002029,-0.085242,-0.000583,-0.002822,-0.023037,0.000000,0.013405,-0.010335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.772264,1.250958,0.946788,0.053212,0.000442,-0.001150,11.131104,0.000015,0.622628,208611.000000,1.696362,0.188555,7.110500,961.820007,7.110500,961.820007
1935,0.000000,0.000000,0.428620,-0.029167,-0.005952,-0.001859,-0.076772,-0.001184,-0.002591,-0.021051,0.000000,0.010585,-0.008143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.613000,1.104270,0.946554,0.053446,0.000232,-0.000396,11.072617,0.000384,0.617334,208783.000000,1.689717,0.193650,6.872416,942.260010,6.872416,942.260010
1936,0.000000,0.000000,0.448933,-0.020833,-0.004894,-0.001878,-0.079581,-0.001136,-0.002629,-0.022218,0.000000,0.006144,-0.009973,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.675173,1.146656,0.946370,0.053630,0.000176,-0.000401,10.911665,0.000577,0.608912,211848.000000,1.657783,0.198339,6.734105,932.460022,6.734105,932.460022
1937,0.000000,0.000000,0.500007,0.000000,-0.004018,-0.001926,-0.088220,-0.000312,-0.002837,-0.022293,0.000000,0.016601,-0.010286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.772451,1.252559,0.946330,0.053670,0.000059,0.000964,10.750694,0.000577,0.600823,213302.000000,1.651733,0.191735,6.868988,941.940002,6.868988,941.940002
1938,0.000000,0.000000,0.480236,-0.008333,-0.004827,-0.002351,-0.085103,-0.000631,-0.002753,-0.022684,0.000000,0.013960,-0.010058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.723365,1.223655,0.946991,0.053009,0.000030,-0.000628,10.587952,0.000577,0.593194,208338.000000,1.700244,0.187142,6.886753,942.030029,6.886753,942.030029
1939,0.000000,0.000000,0.440693,-0.025000,-0.006505,-0.002461,-0.077682,-0.000893,-0.002616,-0.022521,0.000000,0.014451,-0.009379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.755104,1.167368,0.947021,0.052979,0.000028,-0.001659,10.468364,0.000010,0.590010,211875.000000,1.668720,0.187166,6.900985,942.030029,6.900985,942.030029
1940,0.000000,0.000000,0.500007,0.000000,-0.004112,-0.001884,-0.088207,-0.000327,-0.002820,-0.022677,0.000000,0.019185,-0.010129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.788585,1.256481,0.947184,0.052816,0.000031,-0.004197,10.362996,0.000384,0.579724,212955.000000,1.658427,0.188044,6.913830,942.030029,6.913830,942.030029
1941,0.000000,0.000000,0.500007,0.000000,-0.004043,-0.002023,-0.087730,-0.000220,-0.002831,-0.022662,0.000000,0.009160,-0.010118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.759142,1.271747,0.947367,0.052633,0.000212,-0.001181,10.177322,0.000015,0.576408,210371.000000,1.685331,0.183817,7.017329,951.619995,7.017329,951.619995
1942,0.000000,0.000000,0.479611,-0.008333,-0.004773,-0.001859,-0.084256,-0.000570,-0.002762,-0.022276,0.000000,0.017457,-0.009839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.743484,1.214230,0.947510,0.052490,0.000373,-0.000686,10.146260,0.000076,0.574684,203305.000000,1.749411,0.184700,7.157095,961.159973,7.157095,961.159973
1943,0.000000,0.000000,0.486847,-0.005417,-0.004335,-0.001871,-0.085353,-0.000384,-0.002759,-0.022273,0.000000,0.016245,-0.010256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.749373,1.234577,0.947683,0.052317,0.000959,-0.002794,10.101094,0.000015,0.572967,204810.000000,1.725458,0.194446,7.311022,970.770020,7.311022,970.770020
1944,0.000000,0.000000,0.473988,-0.010694,-0.004854,-0.001865,-0.082987,-0.000574,-0.002722,-0.022078,0.000000,0.007205,-0.009944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.726660,1.199136,0.947062,0.052938,0.001266,-0.001637,10.086837,0.000256,0.573671,201174.000000,1.762727,0.191877,7.013900,951.530029,7.013900,951.530029
1945,0.000000,0.000000,0.480997,-0.007778,-0.004438,-0.001995,-0.083978,-0.000520,-0.002714,-0.021882,0.000000,0.009378,-0.009670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.714827,1.196883,0.946645,0.053355,0.001112,-0.000764,10.120930,0.000010,0.574868,199972.000000,1.786999,0.179350,7.029484,951.309998,7.029484,951.309998
1946,0.000000,0.000000,0.462348,-0.015496,-0.005148,-0.001948,-0.080783,-0.000614,-0.002653,-0.021753,0.000000,0.011168,-0.009705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.727380,1.172190,0.945964,0.054036,0.001119,-0.001289,10.136449,0.000010,0.575752,199189.000000,1.790800,0.183284,6.680920,922.340027,6.680920,922.340027
1947,0.000000,0.000000,0.497494,-0.001042,-0.004141,-0.001928,-0.086275,-0.000318,-0.002762,-0.022147,0.000000,0.009958,-0.010284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.745366,1.233061,0.944977,0.055023,0.001245,-0.000870,10.167097,0.000114,0.578302,195586.000000,1.827838,0.182610,7.634117,1000.000000,7.634117,1000.000000
1948,0.000000,0.000000,0.473107,-0.011157,-0.004987,-0.002017,-0.082017,-0.000528,-0.002663,-0.022002,0.000000,0.010642,-0.009833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.716514,1.190543,0.944611,0.055389,0.001332,-0.001901,10.221307,0.000010,0.579517,196919.000000,1.809177,0.187664,7.188172,961.409973,7.188172,961.409973
1949,0.000000,0.000000,0.477745,-0.009266,-0.004976,-0.002060,-0.082568,-0.000564,-0.002671,-0.021915,0.000000,0.009881,-0.009711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.728141,1.198062,0.944529,0.055471,0.003275,-0.002035,10.250176,0.000023,0.581821,198083.000000,1.800833,0.184271,6.690844,923.219971,6.690844,923.219971
1950,0.000000,0.000000,0.486153,-0.005680,-0.004494,-0.001944,-0.084173,-0.000479,-0.002729,-0.022063,0.000000,0.011400,-0.009902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.738271,1.210740,0.944651,0.055349,0.002353,-0.001341,10.289165,0.000010,0.582634,198223.000000,1.803127,0.180569,7.287725,970.880005,7.287725,970.880005
1951,0.000000,0.000000,0.480549,-0.008015,-0.004711,-0.001988,-0.082924,-0.000501,-0.002689,-0.021928,0.000000,0.008672,-0.009804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.729078,1.196316,0.945089,0.054911,0.002348,-0.001171,10.317171,0.000010,0.584649,194126.000000,1.826926,0.198643,7.261376,971.049988,7.261376,971.049988
1952,0.000000,0.000000,0.481829,-0.007536,-0.004682,-0.002002,-0.083076,-0.000456,-0.002685,-0.021880,0.000000,0.009784,-0.009828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.727842,1.200150,0.946045,0.053955,0.003740,-0.001714,10.368245,0.000051,0.588022,194821.000000,1.813952,0.204392,7.426745,980.510010,7.426745,980.510010
1953,0.000000,0.000000,0.462071,-0.015639,-0.005106,-0.002049,-0.079843,-0.000747,-0.002622,-0.021573,0.000000,0.008130,-0.009592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.698769,1.154324,0.945821,0.054179,0.003749,-0.001362,10.430369,0.000010,0.589359,198227.000000,1.790559,0.193104,6.887951,942.150024,6.887951,942.150024
1954,0.000000,0.000000,0.474812,-0.010400,-0.004783,-0.001988,-0.081587,-0.000501,-0.002645,-0.021579,0.000000,0.009605,-0.009557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.718286,1.178216,0.945374,0.054626,0.003660,-0.000411,10.447465,0.000010,0.590057,195200.000000,1.830939,0.183484,6.916606,941.840027,6.916606,941.840027
1955,0.000000,0.000000,0.467623,-0.013454,-0.005095,-0.002061,-0.080264,-0.000582,-0.002611,-0.021462,0.000000,0.009495,-0.009424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.714243,1.164677,0.943939,0.056061,0.002358,-0.001191,10.470798,0.000076,0.592233,191393.000000,1.856829,0.197656,6.950045,942.909973,6.950045,942.909973
1956,0.000000,0.000000,0.471368,-0.011877,-0.005015,-0.002038,-0.080688,-0.000570,-0.002621,-0.021497,0.000000,0.010609,-0.009408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.704602,1.170277,0.943970,0.056030,0.001431,-0.001230,10.531382,0.000010,0.594516,189889.000000,1.884523,0.186240,6.487345,903.280029,6.487345,903.280029
1957,0.000000,0.000000,0.491107,-0.003690,-0.004381,-0.002010,-0.083848,-0.000413,-0.002693,-0.021737,0.000000,0.009508,-0.009772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.737652,1.206478,0.943827,0.056173,0.002648,-0.001587,10.558464,0.000010,0.595609,195622.000000,1.824617,0.185461,7.292684,970.909973,7.292684,970.909973
1958,0.000000,0.000000,0.477756,-0.009182,-0.004851,-0.002017,-0.081653,-0.000585,-0.002645,-0.021699,0.000000,0.009567,-0.009438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.722205,1.178348,0.944682,0.055318,0.003356,-0.001898,10.584771,0.000034,0.597284,194002.000000,1.838521,0.188336,7.177118,961.400024,7.177118,961.400024
1959,0.000000,0.000000,0.466717,-0.013751,-0.005078,-0.001981,-0.079633,-0.000643,-0.002594,-0.021184,0.000000,0.010208,-0.009135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.711938,1.149280,0.945424,0.054576,0.002942,-0.002291,10.630779,0.000010,0.599468,192682.000000,1.854657,0.186094,6.738256,922.479980,6.738256,922.479980
1960,0.000000,0.000000,0.469629,-0.012540,-0.005018,-0.001973,-0.079845,-0.000567,-0.002597,-0.021372,0.000000,0.009466,-0.009151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.723870,1.151333,0.946320,0.053680,0.003525,-0.001958,10.664706,0.000010,0.600920,197696.000000,1.801275,0.187713,7.279901,970.849976,7.279901,970.849976
1961,0.000000,0.000000,0.450968,-0.020248,-0.005152,-0.002089,-0.076873,-0.000689,-0.002523,-0.020690,0.000000,0.010692,-0.008906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.687161,1.119516,0.946452,0.053548,0.001984,-0.001304,10.693160,0.000010,0.602175,195080.000000,1.829934,0.185728,6.385197,893.830017,6.385197,893.830017
1962,0.000000,0.000000,0.458678,-0.017017,-0.005334,-0.001959,-0.078019,-0.000717,-0.002552,-0.021072,0.000000,0.009487,-0.008895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.697024,1.135404,0.946788,0.053212,0.001694,-0.001485,10.727040,0.000256,0.605168,196121.000000,1.819223,0.185737,6.680309,922.510010,6.680309,922.510010
1963,0.000000,0.000000,0.469350,-0.012639,-0.004913,-0.002032,-0.079381,-0.000527,-0.002570,-0.021222,0.000000,0.011726,-0.009002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.711996,1.149810,0.945638,0.054362,0.001473,-0.000050,10.813667,0.000010,0.608106,192361.000000,1.854914,0.189235,6.896264,931.989990,6.896264,931.989990
1964,0.000000,0.000000,0.482291,-0.007292,-0.004561,-0.001934,-0.081329,-0.000432,-0.002618,-0.021245,0.000000,0.010193,-0.009124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.725076,1.171329,0.945180,0.054820,0.001493,-0.002269,10.838098,0.000015,0.609065,189758.000000,1.886639,0.185557,7.119619,951.409973,7.119619,951.409973
1965,0.000000,0.000000,0.455011,-0.018750,-0.005186,-0.002123,-0.076720,-0.000542,-0.002500,-0.020586,0.000000,0.010059,-0.009044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.693544,1.117719,0.945923,0.054077,0.001858,-0.002149,10.862515,0.000114,0.610828,190811.000000,1.872502,0.188256,7.118452,951.950012,7.118452,951.950012
1966,0.000000,0.000000,0.474751,-0.010417,-0.004667,-0.001982,-0.080035,-0.000569,-0.002590,-0.020954,0.000000,0.006954,-0.009011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.730197,1.151782,0.945699,0.054301,0.001126,-0.001451,10.919585,0.000256,0.614193,194196.000000,1.823807,0.201025,6.966874,942.219971,6.966874,942.219971
1967,0.000000,0.000000,0.479035,-0.008611,-0.004716,-0.002019,-0.080458,-0.000503,-0.002567,-0.021155,0.000000,0.010572,-0.009097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.733525,1.146822,0.944997,0.055003,0.000831,-0.001292,10.965450,0.000010,0.615023,196236.000000,1.814270,0.189516,6.846344,932.090027,6.846344,932.090027
1968,0.000000,0.000000,0.448757,-0.021389,-0.006173,-0.002194,-0.076013,-0.000796,-0.002535,-0.021411,0.000000,0.007158,-0.009247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.713069,1.120087,0.943726,0.056274,0.000557,-0.001528,10.968401,0.000256,0.614934,197102.000000,1.806632,0.188351,6.454263,903.090027,6.454263,903.090027
1969,0.000000,0.000000,0.409662,-0.037500,-0.006487,-0.002577,-0.069221,-0.001110,-0.002352,-0.019998,0.000000,0.008838,-0.009377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.612932,1.042827,0.943339,0.056661,0.000620,-0.000889,10.958931,0.000051,0.614484,198059.000000,1.798354,0.186991,6.314936,893.429993,6.314936,893.429993
1970,0.000000,0.000000,0.489788,-0.004167,-0.004007,-0.002040,-0.081832,-0.000325,-0.002605,-0.021391,0.000000,0.012359,-0.008865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.723468,1.169653,0.942820,0.057180,0.000935,-0.000579,10.930165,0.000577,0.611726,198787.000000,1.786429,0.191639,6.853267,932.190002,6.853267,932.190002
1971,0.000000,0.000000,0.399505,-0.041667,-0.007142,-0.002218,-0.067009,-0.001117,-0.002238,-0.019226,0.000000,0.007194,-0.008222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.602099,1.023879,0.942617,0.057383,0.000432,-0.000730,10.885603,0.000023,0.610624,202386.000000,1.753307,0.189586,6.890566,932.159973,6.890566,932.159973
1972,0.000000,0.000000,0.398964,-0.041667,-0.006879,-0.002178,-0.067064,-0.001142,-0.002265,-0.019065,0.000000,0.002473,-0.007326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.593318,0.984311,0.941956,0.058044,0.000262,-0.001475,10.852696,0.000256,0.607175,205466.000000,1.730381,0.183386,6.419571,893.460022,6.419571,893.460022
1973,0.000000,0.000000,0.500007,0.000000,-0.003946,-0.002078,-0.083215,-0.000212,-0.002625,-0.021124,0.000000,0.013713,-0.009157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.701518,1.182763,0.941650,0.058350,0.000506,-0.000757,10.755986,0.000256,0.603683,206607.000000,1.717099,0.186101,6.667146,912.799988,6.667146,912.799988
1974,0.000000,0.000000,0.500007,0.000000,-0.003930,-0.001995,-0.082636,-0.000254,-0.002582,-0.020773,0.000000,0.009666,-0.008946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.675948,1.193858,0.941732,0.058268,0.000053,0.000574,10.685073,0.000384,0.598835,206992.000000,1.704319,0.195341,6.805500,922.599976,6.805500,922.599976
1975,0.000000,0.000000,0.416759,-0.034722,-0.006154,-0.002219,-0.069836,-0.000938,-0.002344,-0.020648,0.000000,0.006253,-0.008100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.612440,1.024780,0.941437,0.058563,0.000042,0.003691,10.591501,0.000171,0.595481,204637.000000,1.735519,0.186009,6.526858,903.570007,6.526858,903.570007
1976,0.000000,0.000000,0.500007,0.000000,-0.004107,-0.002013,-0.082801,-0.000207,-0.002617,-0.020960,0.000000,0.005219,-0.009268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.727532,1.189912,0.941467,0.058533,0.000031,-0.002455,10.528301,0.000010,0.592705,207822.000000,1.676700,0.215374,6.521986,903.570007,6.521986,903.570007
1977,0.000000,0.000000,0.500007,0.000000,-0.004113,-0.002189,-0.083045,-0.000262,-0.002619,-0.021458,0.000000,0.004889,-0.009007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.783361,1.191391,0.941783,0.058217,0.000030,-0.001868,10.450356,0.000384,0.584904,209376.000000,1.677564,0.200469,6.517946,903.570007,6.517946,903.570007
1978,0.000000,0.000000,0.500007,0.000000,-0.003948,-0.001843,-0.082538,-0.000292,-0.002610,-0.020904,0.000000,0.007848,-0.008996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.769859,1.152196,0.942139,0.057861,0.000034,0.011450,10.304221,0.000034,0.582140,207012.000000,1.710864,0.188619,6.748425,922.859985,6.748425,922.859985
1979,0.000000,0.000000,0.500007,0.000000,-0.004059,-0.001920,-0.082479,-0.000219,-0.002616,-0.021610,0.000000,0.001167,-0.009420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.734793,1.188947,0.942139,0.057861,0.000072,0.003114,10.265516,0.000256,0.579259,210557.000000,1.675522,0.191978,6.989806,942.150024,6.989806,942.150024
1980,0.000000,0.000000,0.500007,0.000000,-0.003990,-0.001996,-0.082360,-0.000272,-0.002590,-0.021014,0.000000,0.013840,-0.008889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.715165,1.174342,0.942230,0.057770,0.000237,0.002098,10.197360,0.000114,0.577210,205276.000000,1.710244,0.205301,7.374903,971.169983,7.374903,971.169983
1981,0.000000,0.000000,0.318879,-0.075000,-0.010464,-0.001525,-0.054965,-0.006507,-0.002104,-0.025151,0.000000,0.004346,-0.006923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.444043,0.926966,0.942271,0.057729,0.000033,-0.003744,10.113126,0.000171,0.570868,208945.000000,1.683929,0.197975,7.237257,961.520020,7.237257,961.520020
1982,0.000000,0.000000,0.500007,0.000000,-0.004183,-0.001910,-0.082273,-0.000251,-0.002582,-0.021436,0.000000,0.011745,-0.009042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.687253,1.190700,0.942139,0.057861,0.000172,-0.001472,9.995977,0.000015,0.567752,205634.000000,1.711714,0.200493,7.238862,961.520020,7.238862,961.520020
1983,0.000000,0.000000,0.500007,0.000000,-0.004098,-0.002046,-0.082426,-0.000368,-0.002604,-0.020990,0.000000,0.016769,-0.008900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.754292,1.199524,0.942220,0.057780,0.000163,-0.001092,9.949390,0.000577,0.564400,207669.000000,1.701996,0.191476,7.519437,980.729980,7.519437,980.729980
1984,0.000000,0.000000,0.493347,-0.002778,-0.004251,-0.001962,-0.081048,-0.000272,-0.002551,-0.021011,0.000000,0.015759,-0.009157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.699833,1.152841,0.942200,0.057800,0.000048,-0.000312,9.868381,0.000171,0.562103,199662.000000,1.773901,0.195505,7.552364,980.770020,7.552364,980.770020
1985,0.000000,0.000000,0.500007,0.000000,-0.004111,-0.002009,-0.082061,-0.000255,-0.002595,-0.021099,0.000000,0.012019,-0.009538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.741890,1.178118,0.942373,0.057627,0.000532,-0.000157,9.832528,0.000577,0.560499,201799.000000,1.752556,0.195994,7.726031,990.419983,7.726031,990.419983
1986,0.000000,0.000000,0.478812,-0.008750,-0.004480,-0.001988,-0.078983,-0.000430,-0.002533,-0.020699,0.000000,0.012297,-0.008895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.697478,1.151257,0.942708,0.057292,0.000964,-0.000358,9.827808,0.000010,0.561095,198096.000000,1.801011,0.183965,7.169056,951.630005,7.169056,951.630005
1987,0.000000,0.000000,0.473941,-0.010694,-0.004694,-0.001908,-0.078063,-0.000460,-0.002512,-0.020860,0.000000,0.012769,-0.008984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.658543,1.145826,0.942251,0.057749,0.000961,-0.001773,9.841057,0.000051,0.561908,199362.000000,1.789070,0.183299,6.961879,931.809998,6.961879,931.809998
1988,0.000000,0.000000,0.482311,-0.007222,-0.004381,-0.001941,-0.079371,-0.000414,-0.002546,-0.020697,0.000000,0.010977,-0.008984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.697057,1.141449,0.942922,0.057078,0.000830,-0.001219,9.873317,0.000010,0.563401,199299.000000,1.791665,0.181322,7.429302,970.630005,7.429302,970.630005
